"Age","ChildrenNumber","CountryCitizen","EmploymentField","EmploymentStatus","ExpectedEarning","Gender","Income","JobPref","JobRoleInterest","LanguageAtHome","MaritalStatus","SchoolDegree","StudentDebtOwe"
20,NA,"Ukraine",NA,"Employed for wages",NA,"male",12000,"start your own business",NA,"Russian",NA,"bachelor's degree",NA
23,NA,"Serbia","software development and IT","Employed for wages",6000,"female",36000,"work for a medium-sized company","Front-End Web Developer","Serbian",NA,"bachelor's degree",NA
26,NA,"Italy","software development and IT","Employed for wages",NA,"male",48000,NA,NA,"Italian",NA,"high school diploma or equivalent (GED)",NA
52,NA,"India","office and administrative support","Self-employed freelancer",50000,"male",12000,NA,"Full-Stack Web Developer","Marathi",NA,"bachelor's degree",NA
22,NA,"Russia","software development and IT","Employed for wages",NA,"male",60000,"start your own business",NA,"Russian",NA,"master's degree (non-professional)",NA
24,NA,"India","software development and IT","Employed for wages",NA,"male",60000,NA,NA,"Urdu","single, never married","master's degree (non-professional)",NA
22,NA,"India","software development and IT","Employed for wages",21000,"male",57084,"work for a multinational corporation","Full-Stack Web Developer","Odia (Oriya)","single, never married","bachelor's degree",NA
34,3,"Ukraine","office and administrative support","Employed for wages",10000,"male",37200,"work for a medium-sized company","Full-Stack Web Developer","Russian","married or domestic partnership","bachelor's degree",NA
31,2,"Russia","software development and IT","Self-employed freelancer",NA,"male",36000,NA,NA,"Russian","married or domestic partnership","no high school (secondary school)",NA
24,NA,"Kazakhstan","software development and IT","Employed for wages",7000,"male",48000,"work for a startup","Back-End Web Developer","Russian",NA,"bachelor's degree",NA
48,2,"Ukraine","software development and IT","Self-employed business owner",NA,"male",12000,NA,NA,"Russian","married or domestic partnership","high school diploma or equivalent (GED)",NA
29,NA,"Russia","architecture or physical engineering","Employed for wages",7000,"male",60000,"work for a multinational corporation","Full-Stack Web Developer","Russian",NA,"high school diploma or equivalent (GED)",NA
26,NA,"Bulgaria","software development and IT","Employed for wages",NA,"male",60000,NA,NA,"Bulgarian","single, never married","professional degree (MBA, MD, JD, etc.)",NA
22,NA,"Ukraine","software development and IT","Employed for wages",NA,"male",24000,NA,NA,"Russian",NA,"master's degree (non-professional)",NA
24,NA,"India","software development and IT","Employed for wages",NA,"female",54120,NA,NA,"Hindi","single, never married","bachelor's degree",NA
23,NA,"Indonesia","software development and IT","Employed for wages",NA,"male",6000,NA,NA,"Indonesian",NA,"bachelor's degree",NA
28,NA,"United States of America","software development and IT","Employed for wages",NA,"male",48000,NA,NA,"English",NA,"bachelor's degree",NA
24,NA,"Belarus","software development and IT","Employed for wages",NA,"male",30000,NA,NA,"Russian",NA,NA,NA
23,NA,"United States of America","health care","Self-employed freelancer",60000,"male",36000,"work for a startup","User Experience Designer","English",NA,"bachelor's degree",50000
23,NA,"Dominican Republic","software development and IT","Employed for wages",NA,"male",50076,NA,NA,"Spanish",NA,"some high school",NA
24,NA,"Brazil","office and administrative support","Employed for wages",NA,"female",60000,NA,NA,"Portuguese",NA,"high school diploma or equivalent (GED)",NA
26,NA,"Dominican Republic","software development and IT","Employed for wages",NA,"male",24000,NA,NA,"Spanish",NA,"professional degree (MBA, MD, JD, etc.)",NA
22,NA,"India","software development and IT","Employed for wages",NA,"male",60000,NA,NA,"Hindi",NA,"bachelor's degree",NA
25,NA,"India","software development and IT","Employed for wages",NA,"female",60000,"freelance",NA,"Hindi",NA,"bachelor's degree",NA
28,NA,"Russia","transportation","Employed for wages",12000,"male",66000,"work for a multinational corporation","Full-Stack Web Developer","Russian",NA,"associate's degree",NA
27,NA,"Nigeria","software development and IT","Employed for wages",NA,"male",15060,NA,NA,"Yoruba",NA,"bachelor's degree",NA
56,3,"United Kingdom","arts, entertainment, sports, or media","Self-employed freelancer",NA,"female",48000,"freelance",NA,"English","married or domestic partnership","trade, technical, or vocational training",NA
19,NA,"Canada",NA,"Employed for wages",NA,"male",42000,"start your own business",NA,"English",NA,"some college credit, no degree",NA
14,NA,"United States of America","farming, fishing, and forestry","Self-employed business owner",90060,"male",12000,"work for a multinational corporation","Front-End Web Developer","English",NA,"some high school",NA
23,NA,"India","software development and IT","Employed for wages",NA,"male",43236,NA,NA,"Assamese",NA,"bachelor's degree",NA
20,NA,"Saudi Arabia",NA,"Self-employed freelancer",NA,"male",36000,"freelance",NA,"Arabic",NA,"high school diploma or equivalent (GED)",NA
32,1,"Pakistan","education","Employed for wages",NA,"male",60000,"start your own business",NA,"Sindhi","married or domestic partnership","master's degree (non-professional)",NA
28,NA,"Indonesia","software development and IT","Self-employed freelancer",NA,"male",6000,"start your own business",NA,"Indonesian",NA,"some high school",NA
45,2,"Indonesia","software development and IT","Self-employed freelancer",NA,"male",48000,"start your own business",NA,"Indonesian","married or domestic partnership","some college credit, no degree",NA
30,NA,"Ukraine","software development and IT","Employed for wages",7000,"male",32400,"work for a multinational corporation","DevOps / SysAdmin","Russian",NA,"associate's degree",NA
24,NA,"Ukraine","software development and IT","Employed for wages",NA,"male",43200,NA,NA,"Ukrainian",NA,"master's degree (non-professional)",NA
24,NA,"Bangladesh","software development and IT","Self-employed freelancer",NA,"male",36000,"freelance",NA,"English","married or domestic partnership","some college credit, no degree",NA
20,NA,"India","software development and IT","Self-employed freelancer",NA,"male",18000,"start your own business",NA,"English",NA,"some high school",NA
23,NA,"United States of America","sales","Employed for wages",NA,"female",60000,"start your own business",NA,"English",NA,"some college credit, no degree",15000
24,NA,"Cambodia",NA,"Employed for wages",6000,"male",43200,"work for a startup","Front-End Web Developer","Khmer","single, never married","bachelor's degree",NA
32,NA,"United States of America","education","Employed for wages",50000,"female",12000,"work for a medium-sized company","Full-Stack Web Developer","English",NA,"professional degree (MBA, MD, JD, etc.)",35000
20,NA,"Peru","software development and IT","Self-employed freelancer",NA,"female",60000,NA,NA,"Spanish",NA,"some college credit, no degree",NA
25,NA,"Slovakia",NA,"Employed for wages",12000,"male",48000,"work for a medium-sized company","Full-Stack Web Developer","Slovak","single, never married","high school diploma or equivalent (GED)",NA
24,NA,"Russia","software development and IT","Employed for wages",NA,"male",54000,NA,NA,"Russian",NA,"some college credit, no degree",NA
26,NA,"Belarus","software development and IT","Employed for wages",NA,"male",60000,NA,NA,"Russian",NA,"bachelor's degree",NA
22,NA,"India","education","Employed for wages",NA,"male",32400,"start your own business",NA,"Hindi",NA,"bachelor's degree",NA
26,NA,"India","software development and IT","Employed for wages",NA,"male",48000,NA,NA,"Tamil","single, never married","bachelor's degree",4500
24,NA,"Mexico","software development and IT","Employed for wages",20000,"male",48000,"work for a startup","Mobile Developer","Spanish","single, never married","high school diploma or equivalent (GED)",NA
24,NA,"Russia","education","Self-employed freelancer",1e+05,"male",6000,"work for a multinational corporation","Full-Stack Web Developer","Russian",NA,"no high school (secondary school)",NA
26,NA,"Brazil","software development and IT","Employed for wages",NA,"male",48000,NA,NA,"Portuguese",NA,"bachelor's degree",NA
27,NA,"Russia","software development and IT","Employed for wages",NA,"male",50400,NA,NA,"Russian",NA,"bachelor's degree",NA
29,1,"Nigeria","office and administrative support","Employed for wages",NA,"male",40500,"freelance",NA,"Yoruba","married or domestic partnership","bachelor's degree",NA
25,1,"Croatia","transportation","Employed for wages",NA,"male",60000,"start your own business",NA,"Croatian","married or domestic partnership","some college credit, no degree",NA
23,NA,"Singapore","software development and IT","Employed for wages",NA,"male",12000,"start your own business",NA,"Mandarin Chinese",NA,"trade, technical, or vocational training",40000
26,NA,"Guatemala","arts, entertainment, sports, or media","Self-employed freelancer",NA,"male",36000,"freelance",NA,"Spanish",NA,"high school diploma or equivalent (GED)",NA
22,NA,"India","software development and IT","Employed for wages",9000,"male",8820,"work for a startup","Full-Stack Web Developer","Kannada",NA,"bachelor's degree",NA
19,NA,"United States of America","software development and IT","Employed for wages",NA,"male",14400,NA,NA,"English",NA,"bachelor's degree",69000
23,NA,"India","software development and IT","Employed for wages",NA,"male",60000,NA,NA,"Hindi","single, never married","bachelor's degree",NA
20,NA,"Brazil","office and administrative support","Employed for wages",NA,"female",55800,"freelance",NA,"Portuguese",NA,"high school diploma or equivalent (GED)",NA
37,NA,"Iran","software development and IT","Self-employed business owner",NA,"male",12000,NA,NA,"Persian",NA,"professional degree (MBA, MD, JD, etc.)",200
26,1,"Ukraine","software development and IT","Employed for wages",NA,"female",30000,NA,NA,"Russian","married or domestic partnership","master's degree (non-professional)",NA
29,1,"Pakistan","software development and IT","Employed for wages",NA,"male",36000,NA,NA,"Urdu","married or domestic partnership","bachelor's degree",NA
24,NA,"Ukraine","software development and IT","Employed for wages",8000,"male",48000,"work for a medium-sized company","Full-Stack Web Developer","Ukrainian",NA,"master's degree (non-professional)",NA
29,NA,"United States of America","education","Employed for wages",45000,"male",36000,"work for a medium-sized company","Data Scientist / Data Engineer","English","married or domestic partnership","bachelor's degree",16000
24,NA,"Vietnam","software development and IT","Employed for wages",NA,"male",43200,NA,NA,"Vietnamese",NA,"bachelor's degree",NA
19,NA,"Ukraine","education","Self-employed business owner",NA,"male",6000,NA,NA,"Ukrainian",NA,"no high school (secondary school)",NA
22,NA,"Russia","architecture or physical engineering","Employed for wages",10000,"female",24000,"work for a multinational corporation","User Experience Designer","Russian",NA,"bachelor's degree",NA
26,NA,"Russia","software development and IT","Self-employed freelancer",8400,"male",28800,"work for a startup","Front-End Web Developer","Russian",NA,"no high school (secondary school)",NA
18,NA,"United States of America","sales","Employed for wages",NA,"male",36984,"start your own business",NA,"English",NA,"high school diploma or equivalent (GED)",NA
25,NA,"Moldova","software development and IT","Self-employed freelancer",NA,"male",24000,NA,NA,"Romanian",NA,"high school diploma or equivalent (GED)",NA
37,1,"Ukraine","software development and IT","Self-employed freelancer",NA,"male",30000,"start your own business",NA,"Ukrainian","divorced","high school diploma or equivalent (GED)",NA
30,NA,"Russia","software development and IT","Employed for wages",NA,"male",8172,"freelance",NA,"Russian",NA,"bachelor's degree",NA
27,NA,"Brazil","arts, entertainment, sports, or media","Employed for wages",NA,"male",36000,"freelance",NA,"Portuguese",NA,"associate's degree",NA
27,NA,"Brazil","software development and IT","Employed for wages",NA,"male",48000,NA,NA,"Portuguese",NA,"trade, technical, or vocational training",NA
25,NA,"Ukraine","software development and IT","Employed for wages",12000,"male",24000,"work for a startup","Full-Stack Web Developer","Russian",NA,"bachelor's degree",NA
21,NA,"United States of America","education","Employed for wages",80000,"male",48000,"work for a multinational corporation","Data Scientist / Data Engineer","English",NA,"associate's degree",NA
21,NA,"South Africa","software development and IT","Self-employed freelancer",NA,"male",14400,NA,NA,"English",NA,"some college credit, no degree",NA
20,NA,"Egypt","software development and IT","Self-employed freelancer",NA,"male",6000,NA,NA,"Arabic",NA,"some high school",NA
25,NA,"Germany",NA,"Employed for wages",50000,"male",60000,"work for a medium-sized company","User Experience Designer","German",NA,"some college credit, no degree",NA
21,NA,"United States of America","software development and IT","Employed for wages",NA,"male",60000,NA,NA,"English",NA,"trade, technical, or vocational training",NA
33,NA,"Haiti","office and administrative support","Employed for wages",NA,"male",67200,NA,NA,"French","single, never married","bachelor's degree",NA
22,NA,"Serbia","software development and IT","Self-employed freelancer",20000,"male",36000,"work for a startup","Product Manager","Serbian",NA,"some college credit, no degree",NA
25,NA,"United States of America","software development and IT","Self-employed freelancer",30000,"male",36000,"work for a medium-sized company","Mobile Developer","English",NA,"some college credit, no degree",30000
24,NA,"India","software development and IT","Self-employed freelancer",30000,"male",60000,"work for a medium-sized company","Full-Stack Web Developer","Telugu",NA,"bachelor's degree",NA
21,NA,"United States of America",NA,"Employed for wages",NA,"male",10800,"freelance",NA,"English",NA,"some high school",NA
34,NA,"Brazil","software development and IT","Self-employed business owner",NA,"female",9600,NA,NA,"Portuguese",NA,"high school diploma or equivalent (GED)",NA
43,NA,"India","software development and IT","Self-employed freelancer",NA,"male",12000,"freelance",NA,"Gujarati","single, never married","some college credit, no degree",NA
28,NA,"Republic of Serbia","sales","Self-employed business owner",NA,"male",60000,"freelance",NA,"Serbian","single, never married","some college credit, no degree",NA
52,4,"Sudan","education","Employed for wages",NA,"male",24000,NA,NA,"Arabic","married or domestic partnership","professional degree (MBA, MD, JD, etc.)",NA
34,1,"Bangladesh","software development and IT","Employed for wages",NA,"male",60000,NA,NA,"Bengali","married or domestic partnership","bachelor's degree",NA
28,NA,"Ghana","software development and IT","Self-employed freelancer",NA,"female",54000,"freelance",NA,"Ewe",NA,"bachelor's degree",NA
18,NA,"New Zealand","food and beverage","Employed for wages",30000,"male",60000,"work for a medium-sized company","Front-End Web Developer","English",NA,"high school diploma or equivalent (GED)",NA
24,NA,"India","software development and IT","Employed for wages",NA,"male",69600,NA,NA,"Hindi","single, never married","bachelor's degree",NA
24,NA,"India","software development and IT","Employed for wages",NA,"male",60000,NA,NA,"Hindi","single, never married","bachelor's degree",NA
40,NA,NA,"software development and IT","Self-employed freelancer",NA,"female",24000,NA,NA,"English",NA,"bachelor's degree",30000
27,NA,"India","software development and IT","Employed for wages",NA,"male",24000,NA,NA,"Malayalam",NA,"some college credit, no degree",NA
26,NA,"Colombia","software development and IT","Self-employed freelancer",NA,"male",42000,NA,NA,"Spanish","married or domestic partnership","bachelor's degree",3500
25,NA,"Ukraine","software development and IT","Employed for wages",NA,"male",14400,NA,NA,"Ukrainian",NA,"master's degree (non-professional)",NA
24,NA,"India","software development and IT","Employed for wages",NA,"male",14400,NA,NA,"Telugu",NA,"bachelor's degree",NA
43,NA,"Taiwan","legal","Self-employed freelancer",NA,"female",60000,"freelance",NA,"Mandarin Chinese",NA,"master's degree (non-professional)",NA
22,NA,"India","software development and IT","Employed for wages",NA,"male",36000,NA,NA,"Tamil","single, never married","bachelor's degree",NA
21,NA,"United States of America",NA,"Employed for wages",50000,"male",64224,"work for a multinational corporation","Back-End Web Developer","English",NA,"some college credit, no degree",NA
25,NA,"Finland","software development and IT","Employed for wages",30000,"male",60000,"work for a startup","Front-End Web Developer","Finnish",NA,"bachelor's degree",NA
26,NA,"China",NA,"Employed for wages",NA,"genderqueer",6000,"start your own business",NA,"Mandarin Chinese",NA,"bachelor's degree",NA
26,NA,"India","software development and IT","Employed for wages",NA,"male",36000,NA,NA,"Marathi","single, never married","bachelor's degree",NA
29,NA,"Mexico","software development and IT","Employed for wages",NA,"male",36000,NA,NA,"Spanish",NA,"bachelor's degree",NA
32,1,"Indonesia","software development and IT","Employed for wages",NA,"male",60000,NA,NA,"Indonesian","married or domestic partnership","bachelor's degree",NA
36,1,"Republic of Serbia","software development and IT","Employed for wages",80000,"male",62400,"work for a medium-sized company","Front-End Web Developer","Serbian","married or domestic partnership","bachelor's degree",NA
33,4,"Syria","sales","Employed for wages",NA,"male",14400,"freelance",NA,"Arabic","married or domestic partnership","bachelor's degree",NA
23,NA,"India","software development and IT","Employed for wages",NA,"male",60000,NA,NA,"Marathi",NA,"bachelor's degree",NA
23,NA,"Vietnam","software development and IT","Employed for wages",NA,"male",6000,NA,NA,"Vietnamese",NA,"bachelor's degree",NA
22,NA,"Netherlands (Holland, Europe)","software development and IT","Self-employed freelancer",60000,"male",6000,"work for a multinational corporation","Back-End Web Developer","Dutch",NA,"high school diploma or equivalent (GED)",NA
33,2,"Russia","education","Employed for wages",10000,"male",60000,"work for a medium-sized company","Full-Stack Web Developer","Russian","married or domestic partnership","high school diploma or equivalent (GED)",NA
26,NA,"Venezuela","architecture or physical engineering","Employed for wages",20000,"male",7200,"work for a multinational corporation","Full-Stack Web Developer","Spanish",NA,"bachelor's degree",NA
27,NA,"Russia","software development and IT","Employed for wages",NA,"male",58800,NA,NA,"Russian",NA,"professional degree (MBA, MD, JD, etc.)",NA
23,NA,"India","software development and IT","Employed for wages",NA,"male",54000,NA,NA,"Marwari","single, never married","bachelor's degree",NA
28,NA,"South Africa","architecture or physical engineering","Self-employed freelancer",NA,"female",30000,"freelance",NA,"English",NA,"trade, technical, or vocational training",NA
35,NA,"Egypt","software development and IT","Employed for wages",NA,"male",36000,NA,NA,"Arabic",NA,"bachelor's degree",NA
25,1,"Croatia","transportation","Employed for wages",NA,"male",60000,"start your own business",NA,"Croatian","married or domestic partnership","some college credit, no degree",NA
24,NA,"Ukraine","construction and extraction","Employed for wages",NA,"male",48000,"freelance",NA,"Ukrainian","married or domestic partnership","master's degree (non-professional)",NA
61,2,"United States of America","farming, fishing, and forestry","Employed for wages",80000,"male",60000,"work for a medium-sized company","Full-Stack Web Developer","English","married or domestic partnership","bachelor's degree",NA
35,NA,"United Kingdom","software development and IT","Employed for wages",20000,"male",12000,"work for a medium-sized company","Front-End Web Developer","English",NA,"bachelor's degree",NA
19,NA,"Romania",NA,"Self-employed freelancer",NA,"male",18000,"freelance",NA,"Romanian",NA,"high school diploma or equivalent (GED)",NA
26,NA,"India","software development and IT","Self-employed freelancer",50000,"male",43200,"work for a multinational corporation","Front-End Web Developer","Tamil","single, never married","bachelor's degree",4500
23,NA,"India","software development and IT","Employed for wages",NA,"male",28800,NA,NA,"Marathi",NA,"bachelor's degree",5000
24,NA,"Vietnam","software development and IT","Self-employed freelancer",NA,"male",12000,NA,NA,"Vietnamese",NA,"high school diploma or equivalent (GED)",NA
25,NA,"China","software development and IT","Employed for wages",NA,"male",24000,NA,NA,"Mandarin Chinese",NA,"bachelor's degree",NA
29,NA,"Ukraine","software development and IT","Employed for wages",6000,"male",34560,"work for a startup","Full-Stack Web Developer","Russian",NA,"master's degree (non-professional)",NA
26,NA,"India","software development and IT","Self-employed freelancer",NA,"male",42000,NA,NA,"Tamil","single, never married","bachelor's degree",4600
40,NA,"Uganda",NA,"Employed for wages",NA,"male",12000,"start your own business",NA,"English",NA,"high school diploma or equivalent (GED)",NA
27,NA,"China","software development and IT","Employed for wages",NA,"male",15600,NA,NA,"Mandarin Chinese",NA,"bachelor's degree",NA
22,NA,"Nepal","software development and IT","Employed for wages",NA,"male",6000,NA,NA,"Nepali",NA,"bachelor's degree",NA
21,NA,"Sri Lanka","software development and IT","Self-employed freelancer",NA,"male",60000,"start your own business",NA,"Sinhalese",NA,"some college credit, no degree",NA
30,NA,"United States of America","food and beverage","Employed for wages",60000,"male",60000,"work for a medium-sized company","Full-Stack Web Developer","English",NA,"some college credit, no degree",26000
26,NA,"India","software development and IT","Employed for wages",NA,"male",27600,NA,NA,"Hindi",NA,"bachelor's degree",NA
29,NA,"Egypt","office and administrative support","Employed for wages",NA,"male",28800,"freelance",NA,"Egyptian Arabic",NA,"bachelor's degree",NA
25,NA,"Indonesia","software development and IT","Employed for wages",NA,"male",38400,NA,NA,"Indonesian","single, never married","bachelor's degree",NA
23,NA,"India","software development and IT","Employed for wages",NA,"female",27000,NA,NA,"Assamese",NA,"bachelor's degree",NA
38,2,"Cameroon",NA,"Employed for wages",NA,"male",36000,"freelance",NA,"French","married or domestic partnership","some college credit, no degree",NA
25,NA,"United States of America","food and beverage","Employed for wages",NA,"female",15600,"work for a medium-sized company","Full-Stack Web Developer","English",NA,"associate's degree",NA
30,NA,"Venezuela",NA,"Self-employed business owner",NA,"male",24000,"freelance",NA,"Spanish",NA,"bachelor's degree",NA
21,NA,"Iran","software development and IT","Self-employed freelancer",NA,"male",12000,NA,NA,"Persian",NA,"bachelor's degree",NA
36,2,"Ukraine","education","Employed for wages",NA,"male",30000,"start your own business",NA,"Russian","married or domestic partnership","Ph.D.",NA
20,NA,"Ukraine","software development and IT","Self-employed business owner",NA,"female",24000,"start your own business",NA,"Russian",NA,"trade, technical, or vocational training",NA
22,NA,"United States of America",NA,"Employed for wages",35000,"male",60000,"work for a medium-sized company","Full-Stack Web Developer","English",NA,"associate's degree",6000
19,NA,"United States of America","education","Employed for wages",NA,"male",24000,"start your own business",NA,"English",NA,"high school diploma or equivalent (GED)",NA
25,NA,"India","software development and IT","Employed for wages",NA,"male",24000,NA,NA,"English",NA,"professional degree (MBA, MD, JD, etc.)",NA
25,NA,"United States of America","office and administrative support","Employed for wages",NA,"female",44400,"start your own business",NA,"English",NA,"some college credit, no degree",25000
20,NA,"Canada","arts, entertainment, sports, or media","Self-employed freelancer",NA,"male",36000,"freelance",NA,"Yue (Cantonese) Chinese",NA,"some college credit, no degree",4000
25,NA,"India","software development and IT","Employed for wages",88000,"male",67500,"work for a multinational corporation","Full-Stack Web Developer","Marathi",NA,"master's degree (non-professional)",NA
22,NA,"India","software development and IT","Employed for wages",NA,"female",36000,NA,NA,"Marathi",NA,"trade, technical, or vocational training",NA
18,NA,"Canada","food and beverage","Employed for wages",35000,"male",60000,"work for a startup","Front-End Web Developer","English",NA,"high school diploma or equivalent (GED)",NA
25,NA,"Virgin Islands (USA)","software development and IT","Self-employed freelancer",40000,"male",18000,"work for a medium-sized company","Quality Assurance Engineer","Spanish",NA,"bachelor's degree",NA
25,NA,"India","software development and IT","Employed for wages",NA,"male",57600,NA,NA,"Hindi",NA,"bachelor's degree",NA
31,NA,"Estonia","software development and IT","Self-employed freelancer",NA,"male",60000,NA,NA,"Estonian",NA,"trade, technical, or vocational training",NA
23,NA,"Indonesia","education","Employed for wages",80000,"male",12000,"work for a startup","Mobile Developer","Indonesian",NA,"bachelor's degree",NA
43,2,"Indonesia","software development and IT","Employed for wages",NA,"male",56400,"start your own business",NA,"Indonesian","married or domestic partnership","some college credit, no degree",NA
26,NA,"India","software development and IT","Employed for wages",NA,"male",54120,NA,NA,"Hindi",NA,"master's degree (non-professional)",NA
23,NA,"Spain","software development and IT","Self-employed freelancer",NA,"male",48000,NA,NA,"Dutch",NA,"some high school",NA
22,NA,"India","software development and IT","Employed for wages",NA,"male",45000,NA,NA,"Malayalam",NA,"bachelor's degree",NA
24,NA,"Peru","software development and IT","Self-employed business owner",NA,"male",6000,"freelance",NA,"Spanish",NA,"trade, technical, or vocational training",NA
25,NA,"Romania","software development and IT","Employed for wages",15000,"male",64800,"work for a startup","Back-End Web Developer","Romanian",NA,"high school diploma or equivalent (GED)",NA
26,NA,"Jordan","software development and IT","Employed for wages",NA,"male",48000,NA,NA,"Arabic","single, never married","bachelor's degree",NA
33,NA,"Philippines","architecture or physical engineering","Self-employed freelancer",NA,"male",60000,"start your own business",NA,"English","married or domestic partnership","bachelor's degree",NA
23,NA,"India","software development and IT","Employed for wages",NA,"male",54000,NA,NA,"Hindi",NA,"bachelor's degree",NA
23,NA,"Ukraine","software development and IT","Employed for wages",NA,"female",60000,NA,NA,"Ukrainian",NA,"master's degree (non-professional)",NA
28,NA,"Nepal","software development and IT","Employed for wages",NA,"male",14400,NA,NA,"Nepali",NA,"bachelor's degree",NA
36,1,"Serbia","software development and IT","Employed for wages",60000,"male",60000,"work for a medium-sized company","Front-End Web Developer","Serbian","married or domestic partnership","bachelor's degree",NA
22,NA,"India","software development and IT","Employed for wages",NA,"male",24000,"start your own business",NA,"English",NA,"bachelor's degree",NA
22,NA,"Poland","software development and IT","Employed for wages",NA,"male",60000,NA,NA,"Polish",NA,"high school diploma or equivalent (GED)",NA
22,NA,"Russia","construction and extraction","Employed for wages",15000,"male",36000,"work for a multinational corporation",NA,"Russian",NA,"bachelor's degree",NA
22,NA,"Romania",NA,"Employed for wages",NA,"male",6000,NA,NA,"Romanian",NA,"high school diploma or equivalent (GED)",NA
31,NA,"Dominican Republic","legal","Employed for wages",NA,"female",60000,"start your own business",NA,"Spanish",NA,"some college credit, no degree",20000
26,NA,"Poland","food and beverage","Employed for wages",NA,"male",24000,"freelance",NA,"Polish",NA,"bachelor's degree",NA
24,NA,"India","software development and IT","Employed for wages",NA,"male",61740,NA,NA,"Punjabi","single, never married","bachelor's degree",NA
28,1,"Vietnam","software development and IT","Employed for wages",NA,"male",48000,NA,NA,"Vietnamese","married or domestic partnership","bachelor's degree",NA
35,NA,"Brazil","software development and IT","Self-employed freelancer",NA,"male",12000,NA,NA,"Portuguese",NA,"trade, technical, or vocational training",NA
32,NA,"Pakistan","software development and IT","Self-employed freelancer",NA,"female",24000,NA,NA,"English",NA,"professional degree (MBA, MD, JD, etc.)",NA
22,NA,"Poland","software development and IT","Employed for wages",NA,"female",6000,NA,NA,"Polish",NA,"bachelor's degree",NA
21,NA,"Dominican Republic","arts, entertainment, sports, or media","Employed for wages",NA,"male",16956,"start your own business",NA,"Spanish",NA,"trade, technical, or vocational training",NA
27,NA,"Nigeria","software development and IT","Employed for wages",NA,"male",12000,NA,NA,"Yoruba",NA,"bachelor's degree",NA
33,NA,"Nigeria","software development and IT","Employed for wages",60000,"male",48000,NA,"Full-Stack Web Developer","English","single, never married","bachelor's degree",NA
24,NA,"India","software development and IT","Employed for wages",NA,"male",14400,NA,NA,"Marathi",NA,"bachelor's degree",NA
23,NA,"United States of America","software development and IT","Employed for wages",NA,"male",12000,NA,NA,"English",NA,"bachelor's degree",24000
30,NA,"Nepal","construction and extraction","Employed for wages",NA,"male",36000,NA,NA,"Nepali","married or domestic partnership","bachelor's degree",20000
24,NA,"Germany","software development and IT","Self-employed freelancer",40000,"male",30000,"work for a medium-sized company","Full-Stack Web Developer","German",NA,"some college credit, no degree",10000
24,NA,"India","software development and IT","Employed for wages",NA,"male",58020,NA,NA,"Bengali",NA,"bachelor's degree",NA
23,NA,"Macedonia","software development and IT","Employed for wages",NA,"male",12000,NA,NA,"Macedonian","single, never married","high school diploma or equivalent (GED)",NA
25,NA,"Germany","software development and IT","Employed for wages",30000,"male",60000,"work for a startup","Data Scientist / Data Engineer","German",NA,"some high school",NA
24,NA,"United States of America","software development and IT","Self-employed freelancer",60000,"male",36000,"work for a medium-sized company","Full-Stack Web Developer","English",NA,"bachelor's degree",30000
21,NA,"Portugal","food and beverage","Employed for wages",NA,"female",30000,"freelance",NA,"Portuguese",NA,"high school diploma or equivalent (GED)",NA
20,NA,"Nigeria","construction and extraction","Employed for wages",NA,"male",24000,"start your own business",NA,"English",NA,"high school diploma or equivalent (GED)",NA
29,NA,"Dominican Republic",NA,"Employed for wages",NA,"male",70800,"start your own business",NA,"Spanish",NA,"some college credit, no degree",NA
27,NA,"India","finance","Employed for wages",NA,"male",36000,"work for a multinational corporation","Data Scientist / Data Engineer","Gujarati","single, never married","bachelor's degree",NA
24,NA,"Spain",NA,"Self-employed freelancer",20000,"female",22800,"work for a startup","Front-End Web Developer","Spanish",NA,"bachelor's degree",NA
49,NA,"United States of America","office and administrative support","Employed for wages",45000,"female",24000,"work for a medium-sized company","Front-End Web Developer","English",NA,"bachelor's degree",NA
21,NA,NA,"software development and IT","Employed for wages",2e+05,"male",24000,"work for a multinational corporation","Full-Stack Web Developer",NA,"single, never married","bachelor's degree",NA
25,NA,"India","software development and IT","Employed for wages",NA,"male",12000,NA,NA,"Gujarati","single, never married","bachelor's degree",NA
22,NA,"Nigeria","software development and IT","Self-employed freelancer",12000,"male",7200,NA,"Full-Stack Web Developer","English",NA,"high school diploma or equivalent (GED)",NA
52,4,"Sudan","finance","Self-employed freelancer",24000,"male",24000,"work for a multinational corporation",NA,"Arabic","married or domestic partnership","professional degree (MBA, MD, JD, etc.)",NA
44,NA,"United States of America","arts, entertainment, sports, or media","Employed for wages",55000,"female",36000,"work for a startup",NA,"English",NA,"bachelor's degree",NA
21,NA,"United States of America","education","Employed for wages",60000,"male",60000,"work for a multinational corporation",NA,"English",NA,"high school diploma or equivalent (GED)",NA
24,NA,"Brazil",NA,"Employed for wages",30000,"female",60000,"work for a medium-sized company",NA,"Portuguese",NA,"bachelor's degree",NA
26,NA,"Italy",NA,"Self-employed freelancer",25000,"male",24000,"work for a multinational corporation",NA,"Italian",NA,"high school diploma or equivalent (GED)",NA
42,6,"United States of America",NA,"Self-employed business owner",60000,"female",60000,"work for a medium-sized company","Full-Stack Web Developer","English","married or domestic partnership","bachelor's degree",6500
25,NA,"Nigeria","software development and IT","Employed for wages",2e+05,"male",28800,"work for a startup","Back-End Web Developer","Yoruba",NA,"bachelor's degree",NA
